DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
17-Apr-2025,EQ,"718.00","726.30","713.05","720.45","713.75","714.80","716.84","736.90","495.15",2584756,"1,85,28,49,555.05",65896
16-Apr-2025,EQ,"711.10","724.55","709.10","711.85","719.00","720.45","720.23","736.90","495.15",2898568,"2,08,76,29,080.85",68036
15-Apr-2025,EQ,"716.00","720.00","701.40","709.95","711.20","711.85","709.39","736.90","495.15",4917060,"3,48,81,09,939.00",106026
11-Apr-2025,EQ,"693.45","714.65","687.75","693.45","708.55","709.95","705.21","736.90","495.15",5205941,"3,67,12,71,539.35",75468
09-Apr-2025,EQ,"677.05","698.40","675.50","678.10","692.25","693.45","691.53","736.90","495.15",3695669,"2,55,56,49,168.95",98573
08-Apr-2025,EQ,"668.00","680.00","660.95","662.65","679.00","678.10","673.37","736.90","495.15",3307994,"2,22,74,97,749.20",84919
07-Apr-2025,EQ,"650.00","678.00","647.55","677.30","662.00","662.65","664.47","736.90","495.15",2540552,"1,68,81,17,184.25",83458
04-Apr-2025,EQ,"658.90","682.00","653.95","660.95","680.85","677.30","672.09","736.90","490.55",4041611,"2,71,63,24,103.25",89722
03-Apr-2025,EQ,"655.00","662.50","645.10","656.45","660.00","660.95","657.59","736.90","490.55",2210443,"1,45,35,60,191.05",38902
02-Apr-2025,EQ,"650.50","659.90","643.80","647.55","657.00","656.45","653.67","736.90","490.55",2202713,"1,43,98,37,194.40",52780
01-Apr-2025,EQ,"641.00","660.50","641.00","651.65","650.00","647.55","651.93","736.90","490.55",1203066,"78,43,17,612.50",42540
28-Mar-2025,EQ,"649.05","661.00","649.00","649.05","652.95","651.65","654.23","736.90","490.55",1075086,"70,33,49,252.00",42789
27-Mar-2025,EQ,"642.00","651.50","635.70","639.75","651.00","649.05","646.05","736.90","490.55",1497543,"96,74,88,875.40",59126
26-Mar-2025,EQ,"629.00","642.90","627.10","624.80","640.00","639.75","637.30","736.90","490.55",1901786,"1,21,20,09,994.75",72225
25-Mar-2025,EQ,"634.60","638.95","622.20","632.90","622.95","624.80","628.61","736.90","490.55",1419249,"89,21,59,642.60",36076
24-Mar-2025,EQ,"635.20","636.00","629.85","630.80","635.95","632.90","633.51","736.90","490.55",697650,"44,19,68,804.05",18178
21-Mar-2025,EQ,"634.50","634.55","627.50","632.35","632.50","630.80","630.63","736.90","486.30",1549109,"97,69,15,796.20",45261
20-Mar-2025,EQ,"623.60","633.85","615.50","619.10","632.60","632.35","629.20","736.90","486.30",1000000,"62,91,98,200.60",35117
19-Mar-2025,EQ,"618.45","622.75","615.25","621.35","619.95","619.10","619.26","736.90","486.30",1640160,"1,01,56,85,158.90",39112
18-Mar-2025,EQ,"611.90","622.20","610.00","607.55","621.00","621.35","618.97","736.90","486.30",605785,"37,49,61,775.10",17776
17-Mar-2025,EQ,"601.00","609.60","601.00","606.30","607.90","607.55","606.15","736.90","486.30",820003,"49,70,43,428.10",32182
13-Mar-2025,EQ,"603.45","613.00","598.75","600.35","606.10","606.30","606.52","736.90","486.30",689569,"41,82,37,639.65",27657
12-Mar-2025,EQ,"603.10","607.60","597.95","602.90","602.40","600.35","600.32","736.90","486.30",3676916,"2,20,73,38,952.50",47413
11-Mar-2025,EQ,"605.85","606.40","592.70","607.30","605.00","602.90","599.95","736.90","486.30",2227722,"1,33,65,20,990.40",35874
10-Mar-2025,EQ,"609.95","615.00","605.25","609.65","605.85","607.30","609.13","736.90","486.30",1188893,"72,41,87,359.70",41867
07-Mar-2025,EQ,"607.70","613.35","604.95","607.70","610.95","609.65","609.88","736.90","486.30",1327590,"80,96,66,240.85",43423
06-Mar-2025,EQ,"596.75","611.50","594.00","589.15","606.90","607.70","606.32","736.90","486.30",2103830,"1,27,55,87,328.25",82238
05-Mar-2025,EQ,"584.80","594.20","581.95","587.75","592.35","589.15","589.18","736.90","486.30",3256655,"1,91,87,41,326.20",63267
04-Mar-2025,EQ,"585.00","590.60","577.85","594.15","588.00","587.75","582.77","736.90","486.30",4370725,"2,54,71,28,252.85",60668
03-Mar-2025,EQ,"596.80","599.65","589.50","600.60","594.90","594.15","593.94","736.90","486.30",1783194,"1,05,91,10,338.95",55081
28-Feb-2025,EQ,"620.80","624.55","598.05","623.30","599.95","600.60","604.28","736.90","486.30",2680280,"1,61,96,40,055.00",74203
27-Feb-2025,EQ,"610.00","625.25","609.95","621.80","621.70","623.30","621.62","736.90","486.30",1440672,"89,55,52,326.00",48759
25-Feb-2025,EQ,"616.25","623.75","615.85","621.25","621.00","621.80","621.41","736.90","486.30",1225342,"76,14,43,182.15",30627
24-Feb-2025,EQ,"611.00","625.85","611.00","624.80","620.90","621.25","621.31","736.90","486.30",1542899,"95,86,12,422.50",42542
21-Feb-2025,EQ,"642.00","644.65","615.20","641.60","625.00","624.80","623.70","736.90","486.30",1976242,"1,23,25,78,979.00",68193
20-Feb-2025,EQ,"633.45","643.40","630.00","634.95","642.00","641.60","640.62","736.90","486.30",891876,"57,13,56,838.45",41193
19-Feb-2025,EQ,"626.15","639.55","620.25","626.15","634.50","634.95","629.41","736.90","486.30",1023390,"64,41,36,355.25",32307
